,Entity,Code,Year,AvgCigarettePriceDollars,AvgTaxesAsPctCigarettePrice,EnforceBansTobaccoAd,HelpToQuit,ProductionMT,SalePerDay,GDP_USD,ProductionUSD,EconValue,InverseBan,Percentage of Death,NewQuit,Variability,HarmValue
322,Cote d'Ivoire,CIV,2012,1.79,30.55,2,3,21937.8291,9.160000276,1243.273487,138.5996685,0.024275187,0.5,0.000264192,1,1.3739214616927433,-0.14675244938385612
323,Cote d'Ivoire,CIV,2014,2.439,58.57,2,4,1723.939533,6.65999999,1561.464413,47.13787571,0.036823284,0.5,0.000262162,2,1.3739214616927433,-0.6502769463536965
324,Croatia,HRV,2007,3.141,65.46,4,3,12296.0,6.5,13937.44839,107.8184593,0.004685704,0.25,0.002494462,1,0.8765873406701555,6.041141709014461
325,Croatia,HRV,2010,4.529,71.26,4,4,12529.0,4.900000095,13949.3265,108.1884865,0.005095486,0.25,0.002336602,2,0.8765873406701555,5.008191480039499
326,Cuba,CUB,2007,2.584,62.92,2,4,0.0,6.369999981,5208.718388,3.270993434,0.012007369,0.5,0.001414128,2,0.3143739288600117,2.1276556775387157
327,Cuba,CUB,2010,2.659,46.65,2,4,0.0,6.530000019,5730.354264,8.193891625,0.0081079,0.5,0.001495793,2,0.3143739288600117,2.3644690939370725
328,Cuba,CUB,2012,2.659,45.65,2,4,0.0,6.530000019,6497.314764,8.193891625,0.007001412,0.5,0.001479557,2,0.3143739288600117,2.317071318438362
329,Cuba,CUB,2014,2.71,50.43,2,4,0.0,6.530000019,7133.337679,8.193891625,0.007044749,0.5,0.001543377,2,0.3143739288600117,2.504267323008152
330,Cyprus,CYP,2007,4.602,77.17,4,4,0.0,4.740000057,31244.92622,0.0,0.002466796,0.25,0.001283381,2,0.27066092463770874,1.757057888448407
331,Cyprus,CYP,2010,5.575,75.43,4,4,15401.113,4.290000057,31023.63833,116.2261212,0.002428421,0.25,0.001187323,2,0.27066092463770874,1.4918571541738115
332,Czechia,CZE,2007,2.708,63.93,4,3,22235.2,6.699999809,18466.54793,144.9365433,0.003455957,0.25,0.002070239,1,1.049270806470967,4.633460554534812
333,Czechia,CZE,2010,4.522,74.77,4,4,4534.129344,5.5,19960.06849,86.60788616,0.00373898,0.25,0.002030423,2,1.049270806470967,4.005484022237885
334,Democratic Republic of Congo,COD,2007,1.787,20.35,3,3,162955.0253,9.700000333,286.3304725,1246.200616,0.068659757,0.333333333,0.000240099,1,0.053764289355589204,-0.18804564393010237
335,Democratic Republic of Congo,COD,2010,1.787,20.35,3,3,178574.7,9.700000333,334.0215777,1246.200616,0.059140422,0.333333333,0.000229229,1,0.053764289355589204,-0.20627965777009488
336,Democratic Republic of Congo,COD,2012,1.899,21.16,3,3,45863.0891,9.710000323,424.6003738,111.3295572,0.0486331,0.333333333,0.000224321,1,0.053764289355589204,-0.21442873205654112
337,Democratic Republic of Congo,COD,2014,1.899,21.16,3,3,45863.0891,9.710000323,486.7870951,111.3295572,0.042550448,0.333333333,0.000214875,1,0.053764289355589204,-0.22996176893809755
338,Denmark,DNK,2007,4.485,71.7,4,4,3362.691,5.599999905,58487.05497,116.7314332,0.001225161,0.25,0.002626291,2,0.9861155042594377,5.994059084225624
339,Denmark,DNK,2010,4.483,70.17,4,4,4200.0,5.400000095,58041.39844,130.2845357,0.001208234,0.25,0.002442426,2,0.9861155042594377,5.364311626290897
340,Djibouti,DJI,2007,1.662,56.73,5,3,21250.7919,8.310000133,1052.719117,145.2021649,0.052487149,0.2,0.00033086,1,0.5629054927597582,-0.026716741031789892
341,Djibouti,DJI,2010,1.662,56.73,5,3,21250.7919,8.310000133,1343.275125,145.2021649,0.041365142,0.2,0.000319511,1,0.5629054927597582,-0.04771190490929056
342,Djibouti,DJI,2012,2.282,70.46,5,3,21877.6519,7.580000019,1559.240651,150.2888551,0.044197408,0.2,0.000313739,1,0.5629054927597582,-0.05830482193516828
343,Djibouti,DJI,2014,2.297,70.05,5,3,27978.3,7.580000019,2464.297678,160.8311393,0.028029428,0.2,0.000312141,1,0.5629054927597582,-0.06122723734648733
344,Dominica,DMA,2007,4.574,59.43,2,3,908.608,4.60999999,5951.863413,7.528112216,0.009935586,0.5,0.000492817,1,0.03698262622840917,0.29446539042722963
345,Dominica,DMA,2010,4.574,60.25,2,3,908.608,4.60999999,6967.364955,7.566779105,0.008610283,0.5,0.000503199,1,0.03698262622840917,0.3162915446145891
346,Dominica,DMA,2012,4.574,59.43,2,3,908.608,4.60999999,6849.455933,7.566779105,0.008639176,0.5,0.000522117,1,0.03698262622840917,0.3564101029065343
347,Dominica,DMA,2014,4.574,60.25,2,3,908.608,4.60999999,7317.486143,7.566779105,0.00819999,0.5,0.000544035,1,0.03698262622840917,0.40343828454873876
348,Dominican Republic,DOM,2007,4.162,61.77,2,3,1821.134,5.15999999,4707.795052,12.96381977,0.01303546,0.5,0.000594692,1,0.8254397899920745,0.5142927539721067
349,Dominican Republic,DOM,2010,2.518,56.35,2,3,17512.2,6.519999933,5555.392014,104.8027354,0.010092201,0.5,0.000620805,1,0.8254397899920745,0.5725693090473889
350,Ecuador,ECU,2007,4.189,61.77,2,3,2322.04,5.15999999,3567.837186,8.381166,0.017164847,0.5,0.000326912,1,2.06158568843766,-0.03404527596831802
351,Ecuador,ECU,2010,2.639,60.94,2,4,2204.64,6.369999981,4633.591284,9.10681,0.013066052,0.5,0.00032047,2,2.06158568843766,-0.5459463279663581
352,Egypt,EGY,2007,2.199,57.17,4,4,4280.418044,7.710000038,1667.317998,46.77334613,0.033713847,0.25,0.000684732,2,0.3912373905247515,0.2183172956053443
353,Egypt,EGY,2010,2.967,72.78,4,4,2.1,6.320000029,2645.968759,0.469882107,0.027134501,0.25,0.000714945,2,0.3912373905247515,0.2886590290736599
354,El Salvador,SLV,2007,2.46,60.94,2,4,1422.426,6.65999999,2786.157922,23.79855316,0.021636645,0.5,0.00034329,2,1.7520243907054494,-0.5034727406579574
355,El Salvador,SLV,2010,2.46,60.94,2,4,1422.426,6.65999999,2983.228806,23.79855316,0.020221688,0.5,0.000338271,2,1.7520243907054494,-0.512889158948187
356,El Salvador,SLV,2012,2.129,62.16,4,5,26450.6,8.060000133,3428.409332,87.32646964,0.017968453,0.25,0.000330803,3,1.7520243907054494,-1.0268227356614688
357,El Salvador,SLV,2014,2.552,65.98,4,5,26450.6,6.769999933,3589.041296,87.32646964,0.018216801,0.25,0.000359784,3,1.7520243907054494,-0.9722381451509056
358,Equatorial Guinea,GNQ,2007,2.573,21.2,2,2,48197.07201,7.730000066,15908.41119,141.8293088,0.001331741,0.5,0.000150508,0,0.10576930151621358,0.16998517940601732
359,Equatorial Guinea,GNQ,2010,2.573,21.2,2,2,48197.07201,7.730000066,17288.8426,141.8293088,0.001225473,0.5,0.000134854,0,0.10576930151621358,0.14736915066714365
360,Equatorial Guinea,GNQ,2012,2.573,21.65,2,2,48197.07201,7.730000066,21711.15159,141.8293088,0.000996687,0.5,0.000127609,0,0.10576930151621358,0.13716057426705158
361,Equatorial Guinea,GNQ,2014,2.573,21.65,2,2,48197.07201,7.730000066,19394.08066,141.8293088,0.001115697,0.5,0.000124298,0,0.10576930151621358,0.13255221237320922
362,Eritrea,ERI,2007,1.796,21.35,5,2,186520.35,9.700000333,439.8321034,1246.200616,0.047399912,0.2,0.000298218,0,0.0,0.41350199295446355
363,Eritrea,ERI,2010,1.796,21.35,5,2,186520.35,9.700000333,501.355317,1246.200616,0.041702793,0.2,0.000278606,0,0.0,0.378504635285151
364,Estonia,EST,2007,4.323,67.55,4,3,103.88,5.300000191,16744.58445,6.087898448,0.004026025,0.25,0.00205689,1,1.1489668536367983,4.590471198604352
365,Estonia,EST,2010,4.472,69.07,4,3,14252.48,4.800000191,14663.04461,107.4459716,0.004699422,0.25,0.001741742,1,1.1489668536367983,3.6007431638791054
366,Eswatini,SWZ,2007,2.48,60.94,2,4,1422.626,6.65999999,3327.445066,22.10141804,0.018148664,0.5,0.000591962,2,1.3383320659211957,0.008243835233208596
367,Eswatini,SWZ,2010,2.686,60.94,2,4,1410.886,6.369999981,4168.489518,18.53863202,0.014513374,0.5,0.000572597,2,1.3383320659211957,-0.03442194560724443
368,Eswatini,SWZ,2012,2.686,60.94,2,4,1143.886,6.369999981,4527.681573,14.42208076,0.013369654,0.5,0.000543959,2,1.3383320659211957,-0.09672578179268598
369,Eswatini,SWZ,2014,3.076,78.19,4,4,11804.01509,6.3,4038.55354,127.0200208,0.019175855,0.25,0.000507895,2,1.3383320659211957,-0.17379139011251243
370,Ethiopia,ETH,2007,1.779,20.35,2,2,178574.7,9.700000333,244.2860523,1246.200616,0.08001561,0.5,0.000133219,0,2.9126945708574783,0.14505062949923903
371,Ethiopia,ETH,2010,1.787,20.35,2,3,178574.7,9.700000333,341.5541227,1246.200616,0.057873171,0.5,0.000114372,1,2.9126945708574783,-0.3810404731742578
372,Ethiopia,ETH,2012,1.083,57.88,4,4,12020.7519,8.310000133,467.0778718,110.9864404,0.116822022,0.25,0.000104756,2,2.9126945708574783,-0.8938753729892156
373,Fiji,FJI,2007,2.15,30.4,4,2,35679.5,8.860000228,4040.152119,129.8604252,0.007496302,0.25,0.000937217,0,2.168166516071477,1.8322123351340909
374,Fiji,FJI,2010,2.152,30.4,4,2,35679.5,8.860000228,3652.535933,129.8604252,0.008288539,0.25,0.000943361,0,2.168166516071477,1.847842242408254
375,Finland,FIN,2007,5.043,76.79,4,4,0.0,3.900000095,48414.84509,0.0,0.001584827,0.25,0.00102354,2,0.3364525450296611,1.054564894583799
376,Finland,FIN,2010,4.576,76.42,4,4,1.0,5.100000048,46459.97325,0.0,0.001643505,0.25,0.001003043,2,0.3364525450296611,1.0012392619871848
377,France,FRA,2007,6.383,74.49,4,4,22183.0,3.5,41508.43269,338.5941933,0.001792967,0.25,0.001331571,2,0.4537894396211064,1.892392484637301
378,France,FRA,2010,6.383,74.49,4,4,22474.1878,3.5,40638.33525,338.5941933,0.00183132,0.25,0.001312533,2,0.4537894396211064,1.8387483744621305
379,Gabon,GAB,2007,5.0,62.19,2,3,1155.142,4.189999962,8458.309179,6.969706032,0.007325635,0.5,0.000420561,1,1.0579453077089882,0.14648922878668602
380,Gabon,GAB,2010,5.0,62.2,2,3,1155.142,4.189999962,8849.322608,6.969706032,0.0070042,0.5,0.000407271,1,1.0579453077089882,0.12005773686271504
381,Gabon,GAB,2012,5.0,62.2,2,3,1155.142,4.189999962,9813.505747,6.969706032,0.006318202,0.5,0.000400895,1,1.0579453077089882,0.10746803382277326
382,Gabon,GAB,2014,4.571,68.01,4,3,13494.78,4.620000124,9663.42411,107.8624388,0.007013228,0.25,0.00039036,1,1.0579453077089882,0.08679783105776573
383,Gambia,GMB,2007,1.819,30.55,4,2,21937.8291,9.160000276,780.3810509,138.5996685,0.038400706,0.25,0.00037485,0,0.6427793529854098,0.5566707056750063
384,Gambia,GMB,2010,1.819,30.55,4,2,21937.8291,9.160000276,860.6364339,138.5996685,0.034881492,0.25,0.00036026,0,0.6427793529854098,0.5286697435439215
385,Gambia,GMB,2012,1.901,30.55,4,2,21937.8291,9.160000276,742.7776286,138.5996685,0.040306088,0.25,0.000350423,0,0.6427793529854098,0.5099809834737982
386,Georgia,GEO,2007,2.234,62.37,2,3,400.86,7.65999999,2635.353882,15.64448595,0.023390937,0.5,0.001505359,1,1.0815744774275544,2.8924675814363305
387,Georgia,GEO,2010,2.254,62.36,2,3,401.06,7.65999999,3233.295943,13.60155979,0.019103188,0.5,0.001738257,1,1.0815744774275544,3.590079794477756
388,Germany,DEU,2007,5.818,69.88,3,4,31719.1,4.400000095,41587.2129,309.0747547,0.001678914,0.333333333,0.001587687,2,0.5938711000187922,2.6356155577771814
389,Germany,DEU,2010,5.617,74.59,4,4,23965.46,4.199999809,41531.9342,326.1199364,0.001794357,0.25,0.001629008,2,0.5938711000187922,2.759099143330422
390,Ghana,GHA,2007,1.8,30.55,2,3,21937.8291,9.160000276,1081.166318,138.5996685,0.027864671,0.5,0.000230173,1,2.333673394433249,-0.20470622661241128
391,Ghana,GHA,2010,1.79,30.55,2,3,21937.8291,9.160000276,1299.345212,138.5996685,0.023239697,0.5,0.000218379,1,2.333673394433249,-0.22422319701777532
392,Greece,GRC,2007,2.023,21.86,4,3,48197.07201,10.60000038,28827.32639,138.6513344,0.000758021,0.25,0.002158615,1,2.8842798104451512,4.920150499026904
393,Greece,GRC,2010,2.29,41.95,4,3,29528.7,7.599999905,26690.60742,152.4318295,0.00157048,0.25,0.002098747,1,2.8842798104451512,4.7255464512990635
394,Grenada,GRD,2007,4.574,60.25,2,3,734.134,4.60999999,7212.986819,7.566779105,0.008318296,0.5,0.000550931,1,0.15898053264209858,0.41835368066059186
395,Grenada,GRD,2010,4.574,60.25,2,3,734.134,4.60999999,7258.166561,7.566779105,0.008266731,0.5,0.000637613,1,0.15898053264209858,0.6104727602648963
396,Grenada,GRD,2012,4.574,60.25,2,3,734.134,4.60999999,7444.089075,7.566779105,0.008061092,0.5,0.000670028,1,0.15898053264209858,0.6844164630165492
397,Grenada,GRD,2014,5.0,62.19,2,3,1155.142,4.189999962,8370.040472,6.969706032,0.007402605,0.5,0.000721904,1,0.15898053264209858,0.8049890886950433
398,Guatemala,GTM,2007,2.46,60.94,2,4,1877.58,6.65999999,2490.749127,19.68428714,0.024172023,0.5,0.000243544,2,0.5195505319029513,-0.6822143641592846
399,Guatemala,GTM,2010,2.46,60.94,2,4,1877.58,6.65999999,2852.547327,19.68428714,0.021138364,0.5,0.000227142,2,0.5195505319029513,-0.7097513042513506
400,Guinea,GIN,2007,1.87,46.23,4,3,11369.1291,8.470000171,659.992931,137.8187676,0.06770183,0.25,0.000224931,1,1.1336101600372916,-0.2134187939383097
401,Guinea,GIN,2010,1.87,45.17,4,3,11369.1291,8.470000171,672.4249304,135.0173451,0.065014768,0.25,0.000221165,1,1.1336101600372916,-0.21964073198563944
402,Guinea,GIN,2012,2.089,67.04,5,3,20955.60379,8.010000086,717.0505359,148.0035874,0.089378173,0.2,0.000215345,1,1.1336101600372916,-0.22919365973263983
403,Guinea,GIN,2014,2.089,67.04,5,3,21811.4119,8.010000086,787.2385644,148.0035874,0.081725995,0.2,0.000209744,1,1.1336101600372916,-0.23831428988432712
404,Guinea-Bissau,GNB,2007,1.779,20.35,2,2,192516.55,9.700000333,493.7219932,1246.200616,0.040390728,0.5,0.000212395,0,1.3542640260137464,0.2659935913620402
405,Guinea-Bissau,GNB,2010,1.779,20.35,2,2,192516.55,9.700000333,558.1746681,1246.200616,0.035809249,0.5,0.000195029,0,1.3542640260137464,0.23807431855833888
406,Guinea-Bissau,GNB,2012,1.881,45.13,2,3,11374.5691,8.470000171,616.375664,137.8187676,0.070661924,0.5,0.000187241,1,1.3542640260137464,-0.27420993153261763
407,Guinea-Bissau,GNB,2014,1.881,45.13,2,3,11374.5691,8.470000171,623.3130914,137.8187676,0.069902317,0.5,0.000180756,1,1.3542640260137464,-0.28432284973437255
408,Guyana,GUY,2007,2.365,58.12,2,3,21561.5,7.259999943,3658.476971,138.2828765,0.015761524,0.5,0.000500439,1,0.4990075557287882,0.31047587070254046
409,Guyana,GUY,2010,2.639,60.94,2,4,1218.68,6.35,4580.699136,13.61627973,0.01321593,0.5,0.000531787,2,0.4990075557287882,-0.1229130906831567
410,Guyana,GUY,2012,2.638,62.33,2,4,868.682,6.35,5378.81197,9.590166122,0.011521433,0.5,0.000586227,2,0.4990075557287882,-0.0044360552513265095
411,Guyana,GUY,2014,2.638,62.33,2,4,868.682,6.35,5407.153711,9.590166122,0.011461388,0.5,0.000567508,2,0.4990075557287882,-0.045563186243154585
412,Haiti,HTI,2007,1.199,44.52,2,3,1074.221287,8.470000171,981.1105146,37.8177101,0.04437773,0.5,0.000371209,1,0.027166626853427054,0.04965178683888383
413,Haiti,HTI,2010,1.128,44.52,2,3,1074.221287,8.470000171,1172.099015,37.8177101,0.037279541,0.5,0.000354759,1,0.027166626853427054,0.018199567802998695
414,Haiti,HTI,2012,1.128,44.52,2,3,1074.221287,8.470000171,1337.336475,37.8177101,0.032747936,0.5,0.000347062,1,0.027166626853427054,0.0036313804726821886
415,Haiti,HTI,2014,1.232,44.52,2,3,1074.221287,8.470000171,1402.100289,37.8177101,0.031258682,0.5,0.000342157,1,0.027166626853427054,-0.00560205600228092
416,Honduras,HND,2007,2.222,60.39,2,3,860.3116,7.65999999,1583.047451,41.2252115,0.037438299,0.5,0.00040615,1,1.8434494135758255,0.11783995846337414
417,Honduras,HND,2010,2.429,47.46,4,3,1421.470087,7.239999962,1904.347152,20.10488509,0.024616441,0.25,0.000404111,1,1.8434494135758255,0.1138107237990309
418,Hungary,HUN,2007,2.915,65.46,4,3,22522.64402,6.599999905,13918.96019,143.6572798,0.004691913,0.25,0.002957582,1,1.4387295883334148,7.662090964242934
419,Hungary,HUN,2010,3.338,72.4,4,4,9274.0,6.099999905,13191.62126,117.9306945,0.005473326,0.25,0.002831913,2,1.4387295883334148,6.714139301607625
420,Iceland,ISL,2007,6.797,63.98,4,3,8540.13,3.599999905,69495.72674,505.8973689,0.000920209,0.25,0.001097101,1,0.9473748272118451,1.7485585053538761
421,Iceland,ISL,2010,8.519,68.8,4,3,21408.42,2.900000095,43237.07295,359.3655757,0.001589962,0.25,0.000999244,1,0.9473748272118451,1.491391328912125
422,India,IND,2007,1.103,55.7,4,3,7603.6,8.310000133,1028.334772,121.0289358,0.052749212,0.25,0.000630438,1,2.259848472061925,0.5942553917160966
423,India,IND,2010,1.136,55.7,4,3,7032.0836,8.310000133,1357.563727,121.0289358,0.040210013,0.25,0.000654705,1,2.259848472061925,0.6493252625422719
424,Indonesia,IDN,2007,2.234,60.39,2,3,1090.892,7.65999999,1860.002811,13.60155979,0.031951755,0.5,0.000806225,1,0.9482488993688175,1.0065263669279119
425,Indonesia,IDN,2010,3.979,61.77,2,3,1677.61,5.629999971,3122.362673,17.58379485,0.019589954,0.5,0.00083507,1,0.9482488993688175,1.0769696832506999
426,Iran,IRN,2007,2.933,70.26,5,5,21460.70379,6.429999972,4904.666183,88.04529789,0.014223499,0.2,0.000416736,3,1.869148613337379,-0.8611440818132964
427,Iran,IRN,2010,2.248,60.56,5,5,28947.9,7.710000038,6599.660938,93.16342958,0.009134383,0.2,0.000426362,3,1.869148613337379,-0.8418943251068057
428,Iraq,IRQ,2007,2.033,54.1,4,3,6968.24,8.310000133,3182.841351,109.3592745,0.016854552,0.25,0.000372401,1,1.4450124546991416,0.051947394863387064
429,Iraq,IRQ,2010,2.13,58.15,4,3,7680.2891,8.010000086,4657.280269,109.3592745,0.012408523,0.25,0.000312685,1,1.4450124546991416,-0.060232875235978034
430,Iraq,IRQ,2012,4.786,68.1,4,3,229.5807,4.779999971,6836.073995,2.442426327,0.009912566,0.25,0.000280328,1,1.4450124546991416,-0.11845126332895883
431,Iraq,IRQ,2014,3.144,67.06,4,4,649.6307,6.49000001,6637.684375,5.65719109,0.010052228,0.25,0.000264464,2,1.4450124546991416,-0.6462795826079809
432,Ireland,IRL,2007,5.467,69.15,4,5,14184.9,4.400000095,61318.46603,424.6394117,0.001127084,0.25,0.001449604,3,1.4162190097737641,1.7300391786399425
433,Ireland,IRL,2010,7.421,71.75,4,5,27406.26,3.400000095,48607.94052,432.2256004,0.001475008,0.25,0.001299534,3,1.4162190097737641,1.3022542614632475
434,Israel,ISR,2007,5.485,66.87,2,4,14507.1113,4.300000191,24939.4618,104.8540759,0.002677705,0.5,0.000795532,2,1.3498184396121216,0.4806027359902758
435,Israel,ISR,2010,5.821,67.99,2,5,21903.0548,4.099999905,30694.16768,144.8876056,0.002212629,0.5,0.000736324,3,1.3498184396121216,-0.16102261816507224
436,Israel,ISR,2012,5.29,63.85,2,5,24417.887,3.900000095,32510.3453,152.9623987,0.001962064,0.5,0.000727027,3,1.3498184396121216,-0.18295898607808647
437,Italy,ITA,2007,4.799,73.51,4,4,27980.94,5.0,37822.66524,291.1586291,0.001941657,0.25,0.001560097,2,0.2532411616915,2.553699326935319
438,Italy,ITA,2010,4.715,74.64,4,4,25389.09,4.699999809,36000.52012,269.3119447,0.002071157,0.25,0.001475666,2,0.2532411616915,2.3057354125084477
439,Jamaica,JAM,2007,2.629,57.81,2,4,4994.04,6.329999971,4623.747897,55.7058414,0.012425329,0.5,0.000578439,2,2.886868281525003,-0.021595515926034037
440,Jamaica,JAM,2010,2.639,60.94,2,4,1218.68,6.35,4704.04776,13.61627973,0.012871605,0.5,0.000632722,2,2.886868281525003,0.09941185002401909
441,Japan,JPN,2007,2.578,63.33,2,4,2.0,6.5,35779.02454,0.849231447,0.001768467,0.5,0.001487141,2,0.48062515059075583,2.339191983401986
442,Japan,JPN,2010,4.197,65.05,2,4,36.0,5.300000191,44968.15623,18.2274126,0.001445534,0.5,0.001513632,2,0.48062515059075583,2.416724710954932
443,Jordan,JOR,2007,2.239,61.86,4,4,1868.761592,7.710000038,2735.378767,19.99888474,0.022362861,0.25,0.000286127,2,0.3361983818794521,-0.608158805613967
444,Jordan,JOR,2010,2.987,75.29,4,4,11804.01509,6.280000019,3736.645462,127.0200208,0.019948782,0.25,0.00028728,2,0.3361983818794521,-0.6061048734572287
445,Jordan,JOR,2012,2.987,75.29,4,4,11804.01509,6.280000019,3910.346894,127.0200208,0.019071033,0.25,0.000288292,2,0.3361983818794521,-0.6043000766480943
446,Jordan,JOR,2014,3.031,72.81,4,4,11672.70379,6.280000019,4131.44735,120.5572549,0.017469873,0.25,0.000290661,2,0.3361983818794521,-0.6000677834130792
447,Kazakhstan,KAZ,2007,2.338,59.28,4,4,4247.0,7.30999999,6771.414797,44.22330286,0.00871635,0.25,0.001482918,2,1.4475846913514205,2.3268703431416875
448,Kazakhstan,KAZ,2010,3.311,67.07,4,4,1240.0,6.470000029,9070.488253,5.552311119,0.007367106,0.25,0.001279292,2,1.4475846913514205,1.7456437540688277
449,Kenya,KEN,2007,1.883,70.34,5,3,0.007,8.230000162,825.666555,0.000103985,0.081756723,0.2,0.000235106,1,1.237830718646971,-0.196452665076087
450,Kenya,KEN,2010,2.037,66.94,5,3,21811.4119,8.310000133,951.68778,148.0035874,0.067974668,0.2,0.000228993,1,1.237830718646971,-0.20667271223254963
451,Kiribati,KIR,2007,1.164,59.21,2,3,1139.99922,8.310000133,1374.395199,41.10016111,0.042178611,0.5,0.001433664,1,2.7757098307265453,2.683942322450475
452,Kiribati,KIR,2010,1.682,58.34,2,3,1139.653664,8.310000133,1516.76766,41.10016111,0.037742094,0.5,0.001525968,1,2.7757098307265453,2.9529687836243577
453,Kiribati,KIR,2012,1.892,21.81,2,2,173654.35,9.700000333,1788.690394,1177.274942,0.012119539,0.5,0.001541433,0,2.7757098307265453,3.498530350985492
454,Kiribati,KIR,2014,1.934,59.38,5,3,21228.9119,8.310000133,1642.822669,145.2021649,0.035507198,0.2,0.0015381,1,2.7757098307265453,2.98869932812587
455,Kuwait,KWT,2007,7.258,74.61,4,4,22183.0,3.340000057,45782.14857,341.7074756,0.001628348,0.25,0.000272489,2,1.2435631895466246,-0.6322630536372675
456,Kuwait,KWT,2010,4.689,73.36,4,4,27980.94,5.149999952,38577.49828,291.1586291,0.001899821,0.25,0.000237237,2,1.2435631895466246,-0.6928710547226113
457,Kuwait,KWT,2012,5.683,71.21,4,5,30070.53,4.340000009,51979.12069,450.8755648,0.001369036,0.25,0.000232196,3,1.2435631895466246,-1.2013278337117894
458,Kuwait,KWT,2014,4.8,74.11,4,5,30784.56,5.059999943,44062.34091,304.3414482,0.001680522,0.25,0.000227885,3,1.2435631895466246,-1.2085164438198577
459,Kyrgyzstan,KGZ,2007,1.116,58.39,2,3,8184.4,8.310000133,721.7686908,108.660768,0.077792634,0.5,0.000775154,1,1.213883783200228,0.931488910535698
460,Kyrgyzstan,KGZ,2010,1.118,57.08,4,3,8611.6,8.310000133,880.0377751,121.0289358,0.062844135,0.25,0.000693355,1,1.213883783200228,0.7383002056393035
461,Kyrgyzstan,KGZ,2012,1.022,57.19,4,4,4371.9,8.310000133,1177.974735,58.4430074,0.047407712,0.25,0.0006703,2,1.213883783200228,0.18504156399960459
462,Kyrgyzstan,KGZ,2014,1.032,56.41,4,4,5731.4,8.310000133,1279.769783,68.93823386,0.043134429,0.25,0.000641997,2,1.213883783200228,0.12040876079660157
463,Laos,LAO,2007,1.118,57.08,4,3,7452.111896,8.310000133,710.3445761,110.9704553,0.077290032,0.25,0.00086356,1,0.9804943378089431,1.1472665165132914
464,Laos,LAO,2010,1.103,56.4,4,3,7542.8,8.310000133,1140.598657,121.0289358,0.048264042,0.25,0.000822458,1,0.9804943378089431,1.0460781620102135
465,Laos,LAO,2012,2.419,59.91,4,3,1796.315533,7.079999924,1581.39614,41.0574336,0.037184262,0.25,0.000796615,1,0.9804943378089431,0.98322358106785
466,Laos,LAO,2014,2.165,53.3,4,2,6824.38,7.710000038,1998.333108,109.3592745,0.026322727,0.25,0.000781966,0,0.9804943378089431,1.4478641976978301
467,Latvia,LVA,2007,4.472,69.07,4,3,14252.48,4.800000191,14091.04765,106.0763364,0.00488972,0.25,0.00237499,1,1.4589474455001497,5.636827540514987
468,Latvia,LVA,2010,8.546,66.25,4,4,21664.2878,2.700000048,11379.79806,293.8398488,0.005804839,0.25,0.002136403,2,1.4589474455001497,4.347757810443385
469,Lebanon,LBN,2007,4.695,59.95,2,4,577.3,4.969999933,5207.792723,10.86331381,0.011445841,0.5,0.00073714,2,1.970596110843296,0.34090672714793113
470,Lebanon,LBN,2010,4.782,63.36,2,4,642.854,4.719999933,7761.641489,8.413742387,0.008130083,0.5,0.000759987,2,1.970596110843296,0.3951843958407246
471,Lesotho,LSO,2007,1.027,58.67,2,3,1575.56562,8.310000133,846.5423208,42.83882661,0.067009329,0.5,0.001111912,1,0.39568926139880384,1.7881007329536134
472,Lesotho,LSO,2010,1.152,59.59,2,4,5183.4436,8.310000133,1119.843641,68.27675033,0.051845289,0.5,0.0010833,2,0.39568926139880384,1.2118565831724988
473,Lesotho,LSO,2012,1.165,59.59,2,4,5183.4436,8.310000133,1229.636232,68.27675033,0.047323839,0.5,0.001060817,2,0.39568926139880384,1.1523664303517296
474,Lesotho,LSO,2014,1.152,59.59,2,4,5183.4436,8.310000133,1194.575627,68.27675033,0.048679514,0.5,0.00104083,2,0.39568926139880384,1.0997971392325772
475,Liberia,LBR,2007,1.027,58.35,2,3,5227.572044,8.310000133,396.6017613,65.34329269,0.137258737,0.5,0.000222176,1,1.0798856865026005,-0.2179735216387531
476,Liberia,LBR,2010,1.223,59.61,2,3,833.7573744,8.310000133,513.4455667,28.09730218,0.109838668,0.5,0.000206289,1,1.0798856865026005,-0.24390418023401989
477,Liberia,LBR,2012,1.199,53.81,2,3,4122.8512,8.310000133,657.9357791,55.36470031,0.078613469,0.5,0.000204113,1,1.0798856865026005,-0.24741040098461625
478,Libya,LBY,2007,2.62,63.99,4,2,18663.0,6.659999847,11300.19323,102.2340485,0.005646762,0.25,0.000320276,0,1.7895455469463406,0.4536963782575489
479,Libya,LBY,2010,3.075,65.95,5,3,14189.5091,6.489999962,12064.77291,100.4526555,0.005451441,0.2,0.000357835,1,1.7895455469463406,0.024048231471664572
480,Libya,LBY,2012,4.528,68.49,5,4,13494.78,4.900000095,13025.27932,106.0763364,0.00524446,0.2,0.000347746,2,1.7895455469463406,-0.49507789524209245
481,Libya,LBY,2014,4.877,64.33,5,4,21744.76201,4.60999999,6466.908237,180.1092372,0.009898415,0.2,0.00037367,2,1.7895455469463406,-0.44560628338285846
482,Lithuania,LTU,2007,3.341,71.43,4,4,0.0,6.300000191,12285.44705,0.0,0.005797359,0.25,0.002250003,2,0.4620445672641582,4.720337120436482
